ACN,incident_year,Aircraft 1 | Flight Phase,Environment | Flight Conditions,Environment | Weather Elements / Visibility,Environment | Light,Environment | Ceiling,true_label,predicted_label,score,error_type,text_word_count,text_main
2259775,2025,Final Approach,VMC,,,,1,0,0.4576711810236685,FN,179,Joined the ILS XXL (cleared for visual) at 10000'. ATC asked us to slow to 160kias right as we joined the glideslope and set our bottom altitude at 10000'. I called for gear and final flaps 30; landing checklist. I verbalized that it looked like some virga. Somewhere shortly after (kind of a blur);  AP (Autopilot)/AT (Autothrottles) were engaged; throttles were at idle for slowing. We got an abrupt pitch up from the autopilot and about a 20kt loss. I wasn't sure it met the exact parameters; but a recovery was needed. So I grabbed the controls and said 'upset; push; roll; thrust' I disengaged the AP; squeezed the AT; pushed the nose down; wings were mostly level; and applied full thrust. It probably only lasted about 10 seconds; and we recovered and were still in a position to land; and did note any exceedence. We encountered a few normal gusts on the remainder of final; landed uneventfully on XXL. Post flight the FAs did not even note they noticed anything happened on the approach when I asked them.
2250964,2025,Final Approach,VMC,,,,1,0,0.4540899059707176,FN,226,SFO ATIS advertised charted visual flight procedures. We briefed and set up for the charted visual flight procedure 28L. Then when advised to expect 28R we set up the charted visual flight procedure 28R. But on the base leg ATC instructed us to turn to a heading and intercept the localizer; not the visual flight procedure course. I hand flew the intercept and remained to the center or right of the LOC course in order to avoid an RA. However at the same time another aircraft behind and above us was vectored onto the LOC for 28L. As they intercepted their LOC and descended we received a 'Traffic Traffic' followed by a descending TCAS RA. I complied with the RA. Once we received 'clear of conflict' we were in a position to continue the approach and we elected to continue. Shortly thereafter we received a second RA to descend; then to level off; then to descend again. The guidance required descending under the glide slope which triggered the 'Glide Slope' aural. We turned right slightly away from the parallel runway to get away from the blundering aircraft and received a low altitude alert from ATC. As soon as I got the 'clear of conflict' from the second RA at about 1000 MSL/AGL we went around. We completed all duties and checklists and landed uneventfully on 28L.
2277753,2025,Initial Approach,VMC,Haze / Smoke,Night,,1,0,0.4529499981814782,FN,308,As we were approaching ALB we were on a downwind leg vector of 350 degrees. The weather was hazy with few clouds around 3;000 feet; but VMC. The Tower queried us if we had the airport in sight. The Captain confirmed he saw it to his left and informed the Tower that we had it in sight. We were then cleared to accomplish a visual approach. I continued on 350 degrees to slow the aircraft and begin adding flaps. We also began a descent to 2;000 feet prior to initiating a left base leg. As we were descending we saw indications that we were well above glideslope; which turned out to be a false glideslope. We entered 1;600 into the altitude selector on a dogleg to final of 19. We had the ILS 19 approach loaded and selected to back up our visual approach to 19. We still showed to be considerably high so we selected 1;000 feet. As we approached 1;000 feet we realized the glideslope had been false; as we visually looked low compared to the runway we visually saw. I disconnected the autopilot and flew visually to a normal landing. The Tower also notified [us] right after we realized we were following a false glideslope of a low altitude indication.Cause: Task saturation along with experiencing a false glideslope on a visual approach backed up with an ILS led to descending lower than a desired altitude on an approach.Suggestion: Crews may need to be aware of a false glideslope when approaching ILS 19 at ABL on a left base. I also should extend downwind longer in the future to give more time and recognize a false glideslope more quickly. In hazy conditions with only the pilot monitoring having the runway continually in sight; it would be more prudent to have vectors to a longer final approach.
2260607,2025,Final Approach,VMC,,,,1,0,0.4526156248749441,FN,115,Full approach didn't load. Got a late direct to an intermediate fix. Armed approach at appropriate time. Descended so as not to level off on approach. Spun altitude down to FAF altitude of 2000 ft. Flight Director (FD) showed high; however; we could see visually that we were low. Just prior to leveling at 2000 ft.; ATC issued low altitude alert. We were cleared for RNAV approach. As we were VMC; we saw the issue and decided to level at 2000 ft. with no conflict with terrain. At FAF and 2000 ft.; flew remainder of approach manually. First Officer (FO) had some issues getting the late waypoint addition into the Multi-purpose Control Display Unit (MCDU).
2212360,2025,Final Approach,VMC,,,,1,0,0.4510961492016104,FN,201,Enaga3A arrival that joined up to the ILS Y 05R MMMX. We were vectored off of the arrival a couple of times and given altitudes to descend to and then were cleared back on to the arrival and were cleared for the ILS Y 05R. PF selected Level Change to descend while off of the arrival and when we were cleared back on the arrival and cleared for the approach Level Change was the mode still selected. Once inside MX960 Touchdown Zone was set. Once on the final approach course and in VMC with the runway in sight I noticed that we seemed to be lower than I would have expected to be on final at this point. My eyes immediately went to the Mode Control Panel and I verified with the Flight Mode Annunciator (FMA) that we were not in APP mode and I verbalized to the PF that we were still in Level Change; would you like for me to arm the approach for you; and he said yes. At this point we both had the runway in sight and were below the glide slope. The PF immediately corrected by leveling off and capturing the glide path from below.
2201037,2025,Final Approach,VMC,,,,1,0,0.4365307466430977,FN,218,Very busy approach with numerous threats. New CA training in left seat; Line Check Pilot (LCP) in right seat; F40 landing (lots of discussion about not forgetting to go to F40); close in traffic with TCAS TAs; multiple close in step downs from ATC resulting in constant manipulation of Mode Control Panel (MCP); long duty day; long trip with 4 reassignments; cumulative sleep deficit (numerous discussions by both pilots about how exhausted and 'brain fried' we were); shorter than planned and expected layovers due to delays and reassignments.At about 700' on visual approach to XXR; tower issued a low altitude alert for our flight.  We both noticed that we were below our path; Trainee in left seat immediately turned off automation and adjusted flight path.  We selected appropriate modes and completed the flight with a safe and successful approach and landing.During the thorough debrief; we found the reason that we ended up in that situation was the failure to remain in VNAV which was due to multiple close in step downs; leaving us high; and the subsequent failure of the PM to effectively monitor the FMA due to task saturation.  Both pilots were affected by multiple long duty days with short layovers; delays; reassignments; poor sleep; and failed to acknowledge the cumulative fatigue and should have not operated.
2279966,2025,Final Approach,,,,,1,0,0.4364896419909823,FN,149,We had a last minute approach change from the RNAV XX to the ILS XX and cleared to a fix on the ILS and cleared for the approach. I quickly changed the approach in the FMS with direct to the requested fix when I realized we were too high. I notified tower that we needed a right circle in order to lose altitude. We were given a right turn to 300 with a descent altitude which I read back but in the confusion I told the flying pilot to turn to 360 which I mistakenly remembered. This heading turned us directly towards the terrain which we had in sight with good visibility. We continued the turn as directed by ATC to an uneventful landing. Suggestions: Better coordination between controllers to avoid the last second change in approach along with better situational awareness on the behalf of the crew members.
2278235,2025,Final Approach,VMC,Thin overcast; 10,Night,2500,1,0,0.4361578388342332,FN,1183,During a night VMC arrival into TEB we set up for an ILS Z Runway 06 with an initial approach fix at VINGS intersection. The last ATIS we received showed favorable weather with the possibility for LAHSO operations on both runways. As a crew decided we would not accept LAHSO due to limited distances. The Approach Controller issued the standard Runway 06 ILS clearance when we were approximately 2 miles west of VINGS; with the addition of 'expect to circle to land Runway 01'. This was the first time we heard this requirement; and the approach was duly read back/accepted.Once passing VINGS at 2000'; there are multiple crossing fixes at waypoints LEESY (1700A) and a mandatory 1500' at Dandy; after which descent to 1;300 is allowed prior to reaching waypoint TORBY; from which Teterboro Tower directed to commence the circle to Runway 01.Due to the requirements to change configurations and the multiple crossing constraints; any change to the FMS was delayed until we had passed DANDY and were descending to 1300'. During this intermediate approach segment the aircraft was configured for the circle to land with Gear Down / Flaps Full; and a manual speed of Vref+10 for the circle to Runway 01. During the level segment to TORBY; while still on the extended centerline of Runway 06; I instructed my First Officer to insert a 4.0 NM final approach to Runway 01 so that we had valid landing data and an electronic 3.0 degree path to the runway. Normally two VP waypoints (VPEZA and VPDAU) are used to track from TORBY to a short final approach to Runway 01; but due to the lack of advanced notice of the circle; the Runway 01 visual approach was our best choice to limit 'heads down' time at low altitude. Prior to activating the FMS change; I selected Heading Mode 060 degrees on the Autopilot in anticipation of losing the waypoints from the ILS; including TORBY. Based on my last reference to my Navigation Display; we were just about to cross overhead TORBY (and we definitely did not commence the circle from DANDY). The First Officer complied with this instruction; but due to being at low altitude I failed to validate his inputs to the 'Final Approach Distance' dialog box on the FMS. (More on this later.) Seeking to reduce workload and due to night/dark conditions I asked for navigation direct to the 4.0NM final fix and requested the altitude selector be set to 'Zero' so that the VNAV function of our Autopilot could properly calculate a path to the runway. Based on my previous study of this maneuver (which has a history of causing issues in its execution) I knew that a 4.0 mile final to Runway 01 would keep us just outside (north) of Newark's Class B airspace while allowing me time to gain visual contact with Runway 01 and it's PAPI installation. It was during this segment that the TEB Tower Controller issued an airspace alert and directed us to fly toward the TEB airport as we were about to enter Newark's Airspace. In response I disconnected the Autopilot and turned east northeast towards the MetLife Arena complex and the extended Runway 01 centerline. The disconnection of the Autopilot and turn towards the airport resulted in the controller later issuing a 'low altitude' alert which we acknowledged. I immediately maintained our altitude which I recall to be approximately 950 MSL.Shortly afterwards we were aligned with Runway 01 final and picked up the PAPI to execute a visual landing. After exiting the runway we taxied into the ramp without further issue. We then set to our task of securing the aircraft and offloading baggage and perishables.During the shutdown process I went over the 'flight log' portion of our FMS to better understand just how this situation could have taken place. It was at that time that I noticed the FMS distance between the Final Fix and Runway 01 was exactly 5 Miles; not 4. This data was also still on the Route page of our displays as the FMS did not sequence because we never overflew the 5.0 NM fix. While seemingly insignificant; this resulted in a more southerly course from over TORBY than would have been the case if the waypoint was a mile closer (and further north of EWR's Class B).The following are the 'lessons learned' from this experience.1. Unbriefed procedure. The circle to land maneuver was a 'surprise' and we did not have adequate time to prepare as normal for this maneuver. The ATIS we received did not mention circling as a possibility. Further; it was a last minute change from Approach advising us of this requirement. Nonetheless; it was at this point time to say UNABLE. Perhaps due to familiarity with the airport and its environment; or perhaps due to 'mission-itis'; as Aircraft Commander I accepted a challenging clearance that had not been properly briefed or anticipated. It was entirely my responsibility to say 'NO thanks' and seek other options such as another runway; or a diversion.2. CRM. I did not properly supervise the input of data to the FMS to confirm the First Officer's changing the final approach distance to 4.0 NM; versus the default value of 5.0 NM. This is 'Automation 101' flight discipline. It is something that while seemingly small; set off a chain of stressful events that impacted our situational awareness and resulted in everything that has followed including this report. As the Pilot Flying; it is a given requirement to always CONFIRM FMS inputs from the other pilot; even; and perhaps especially; while at low altitude.3. Fatigue. This flight occurred at the end of a 15.5 hour duty day. We thought we had mitigated this fatigue through inflight rest; and briefing that we would fly a stable approach while making maximum use of available automation. What we failed to discuss; and what is an excellent lesson; is the insidious nature of fatigue and get-home-itis that lays in wait for those who do not continuously update their mental model; and proactively seek information; or options; once a situation has changed from benign(straight in ILS 06) to challenging (circle to land Runway 01).4. Reflection and Learning. My FO (First Officer) and I debriefed this event after we had shut down the aircraft. I emphasized to him that although we experienced this as a 'crew'; it was ultimately my duty as PIC (Pilot in Command) to be the 'final authority and ultimately responsible' for the conduct of our flight. Allowing items 1-3 to occur negatively impacted flight discipline. This was fully my responsibility; and comes with the mantle of command. It is now my duty to learn from this experience going forward.5. Gratitude. I am thankful that the system works as required when things do not go to plan; and that ATC very quickly got involved so we could get safely on the ground. This report is a reflection of my commitment to continuous improvement; and is an honest self-critique. I am sincerely 'GLAD TO BE HERE' to write this report; and to learn from this experience.
2227719,2025,Final Approach,VMC,,,,1,0,0.4316531637476867,FN,173,On arrival we were assigned to descend via the RAVNN7 landing RWY28. We were filed from CACYE. Prior to the TOGAH fix; approach assigned us to fly current heading and descend to 2000. This vector placed us on a base leg that intersects the ILS28 final approach course between SOULZ and JURTI.  Approach Control then asked us to call the field in sight. When we called the field in sight approach cleared us for the visual to RWY 28.  At this point I requested the FO to extend off JURTI and set the FAF altitude 1300. While we were descending slowing and lowering the landing gear; Approach Control gave us a low altitude alert and stated that minimum vectoring altitude was 1700 feet. I immediately turned off the AP and AT and climbed to 2000ft while maneuvering to intercept the final approach course for the ILS28 approach. A subsequent stabilized visual approach was then flown to RWY28 using the final portion of the ILS RWY28 with clearance to land received from the tower.
2287389,2025,Initial Approach,,,,,1,0,0.4292635344932073,FN,36,Conducted go-around at ZZZ on arrival from ZZZ1. GPS RNAV XXR failed briefly on the approach after the final fix; FCP transitioned to vpath and glidepath was low after this event. Used ILS on second approach.
2301459,2025,Landing,,,,,1,0,0.4225813306697196,FN,129,During arrival briefing capt insisted on using flaps 3.   I asked about landing distance seemed adequate.  Rnav y 29 was planned and flown .  Last 100 feet path got flat and low.  I mentioned that he cannot land on the displaced threshold.   At around 30-50 ft.  Capt pitch for runway threshold and may have landed on displaced theshold.   I think he landed on available runway; but not positive….Cause: Capt insisted on flaps 3 on a short runway.  I did the landing distance and it was approximately 300 ft more than flaps full.   My rationale was that sbp runway was 300-400 ft longer than sna so it should work out.   Capt for some unknown reason insisted on flaps 3.  He mentioned that as an Fo; other capts would say no.
2289985,2025,Landing,IMC,,,,1,0,0.4219097450066918,FN,78,After being cleared to land; Dulles tower advised us that a heavy 777 departed before us and to 'Caution wake turbulence.' The approach was stable and during the flare we hit their wake turbulence. We floated a bit and as I deployed the reverse thrust; we received a 'Long landing! Long landing!' aural alert. Since the thrust reversers were deployed; we did not go-around. We exited at the planned taxi way and taxied to the gate without event.
2253177,2025,Landing,VMC,,Daylight,,1,0,0.4137481145731077,FN,326,This event occurred in a PA18 Supercub during a solo approach to landing on Runway XX at ZZZ. Wind was variable at approximately 5 knots. ZZZ is notorious for quickly changing wind patterns and mechanical turbulence from nearby trees. That said. I was not scared of landing this airplane nor was I overconfident. I trusted my training and my skills to execute a safe landing; especially because I had previously conducted safe landings with 10+ knots of direct crosswind. My first approach to landing resulted in a full forward slip on final and felt unstable; so I executed a go-around from the roundout phase. Specifically; I felt that the tailwheel was not straight due to my forward slip.My second approach felt more stable and normal; so I continued to land. Roundout; flare; and touchdown all seemed normal compared to previous landings. I landed with adequate crosswind correction for the light left crosswind as indicated by a nearby flag. About 1 second later; the nose of the aircraft was pointed towards the right side of the runway and quickly veering that way. I did not execute another go-around for fear of aggravating the aircraft. Attempts to straighten the aircraft's direction were unsuccessful and the aircraft started to ground loop as it entered the grass next to the runway. The terrain next to the runway is downsloping; sandy; and it had rained for two days prior. These conditions exacerbated the ground loop when the main tire got stuck in the sand/mud and became the pivot point for a tight ground loop. The tail swung all the way around so that the nose of the aircraft was pointed at the runway. I then shut down; exited the aircraft; and called my employer for advice on further action.I was not injured; no other persons were injured; and there was no damage to ZZZ airport property. A&Ps will be brought to ZZZ to professionally inspect the aircraft and assess airworthiness/maintenance required.
2300048,2025,Landing,,,Daylight,,1,0,0.4078539892494499,FN,221,At ZZZ student was demonstrating touch and goes. Runway XX was in use by multiple aircraft when we arrived; even though there was a tailwind. The student landed well over a thousand feet long from a landing; likely due to excess airspeed but also the tailwind making us more unstable. Upon touching down; the student began to apply full power to commence the takeoff; prior to retracting flaps to 0. Flaps were at 25 which is not approved for takeoff. About 2000 feet remained of runway distance. Because of limited distance and incorrect flap configuration; instructor called out REJECT REJECT REJECT. Student did not reduce power; or close both throttles to idle. Student applied max braking with power still in which resulted in the LH tire popping. Incorrect rejection technique; as power idle should be first not last. Student was struggling to stay on centerline after tire malfunction; in which I called for controls of the aircraft. Applying full right rudder and right brake was not enough to keep us on the runway. The aircraft veered to the left and into the dirt next to the runway. No damage to the aircraft other than popped tire. We announced to ZZZ our position and then shut down the plane to assess damage. Called Airport Manager to tow the plane to the ramp.
2232305,2025,Landing,,,,,1,0,0.3993008449226662,FN,53,Hard landing coming into ZZZ. Line Check Pilot (LCP) noted -800 ' on VSI at touchdown.  Late round out and not enough flare for landing which caused a VSI indication of -800' and a hard landing.  Suggestion: Start the reduction of power sooner and start the transition to round out and flare sooner.
